Work Item Type,Title 1,Title 2,Title 3,Title 4,State,Description,Acceptance Criteria,Tags
User Story,,,Build Lab / Observation Operations dashboard page,,New,"As a operational manager, I want build lab / observation operations dashboard page so that observation volume, top observation codes, and trends are visible.",Deliverable exists at powerbi/screenshots/lab_operations.png; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-6; Phase-6; E06; F06.02; Lab-Operations; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting
Task,,,,Draft/build artifact for Build Lab / Observation Operations dashboard page,New,Create the first complete version of the artifact or implementation for Build Lab / Observation Operations dashboard page.,,ClinicalPulse; Sprint-6; Phase-6; E06; F06.02; Lab-Operations; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting
Task,,,,Validate and document Build Lab / Observation Operations dashboard page,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Build Lab / Observation Operations dashboard page.",,ClinicalPulse; Sprint-6; Phase-6; E06; F06.02; Lab-Operations; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting
User Story,,,Build Data Quality and Governance dashboard page,,New,"As a data steward, I want build data quality and governance dashboard page so that quality rule status, scorecard ratings, and KPI documentation status are visible.",Deliverable exists at powerbi/screenshots/data_quality_governance.png; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-6; Phase-6; E06; F06.02; Governance; Reporting-Trust; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting
Task,,,,Draft/build artifact for Build Data Quality and Governance dashboard page,New,Create the first complete version of the artifact or implementation for Build Data Quality and Governance dashboard page.,,ClinicalPulse; Sprint-6; Phase-6; E06; F06.02; Governance; Reporting-Trust; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting
Task,,,,Validate and document Build Data Quality and Governance dashboard page,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Build Data Quality and Governance dashboard page.",,ClinicalPulse; Sprint-6; Phase-6; E06; F06.02; Governance; Reporting-Trust; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting
Task,,,,Commit and link implementation evidence for Build Data Quality and Governance dashboard page,New,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Build Data Quality and Governance dashboard page.",,ClinicalPulse; Sprint-6; Phase-6; E06; F06.02; Governance; Reporting-Trust; Evidence; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting
User Story,,,Build FHIR API Demonstration dashboard page,,New,"As a interoperability reviewer, I want build fhir api demonstration dashboard page so that FHIR mapping coverage and sample API evidence are visible.",Deliverable exists at powerbi/screenshots/fhir_api_demo.png; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-6; Phase-6; E06; F06.02; FHIR; API; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting
Task,,,,Draft/build artifact for Build FHIR API Demonstration dashboard page,New,Create the first complete version of the artifact or implementation for Build FHIR API Demonstration dashboard page.,,ClinicalPulse; Sprint-6; Phase-6; E06; F06.02; FHIR; API; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting
Task,,,,Validate and document Build FHIR API Demonstration dashboard page,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Build FHIR API Demonstration dashboard page.",,ClinicalPulse; Sprint-6; Phase-6; E06; F06.02; FHIR; API; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting
Feature,,Report Polish and Evidence,,,New,Prepare dashboard evidence for portfolio review.,,ClinicalPulse; Sprint-6; Phase-6; E06; F06.03; Report; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting
User Story,,,Create screenshot documentation,,New,"As a portfolio reviewer, I want create screenshot documentation so that dashboard pages are captured and described in documentation.",Deliverable exists at powerbi/screenshots/; docs/dashboard_walkthrough.md; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-6; Phase-6; E06; F06.03; Screenshots; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting
Task,,,,Draft/build artifact for Create screenshot documentation,New,Create the first complete version of the artifact or implementation for Create screenshot documentation.,,ClinicalPulse; Sprint-6; Phase-6; E06; F06.03; Screenshots; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting
Task,,,,Validate and document Create screenshot documentation,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Create screenshot documentation.",,ClinicalPulse; Sprint-6; Phase-6; E06; F06.03; Screenshots; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting
User Story,,,Write dashboard interpretation notes,,New,"As a stakeholder, I want write dashboard interpretation notes so that a non-technical reviewer can understand how to read each dashboard page.",Deliverable exists at docs/dashboard_walkthrough.md; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-6; Phase-6; E06; F06.03; Stakeholder-Comms; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting
Task,,,,Draft/build artifact for Write dashboard interpretation notes,New,Create the first complete version of the artifact or implementation for Write dashboard interpretation notes.,,ClinicalPulse; Sprint-6; Phase-6; E06; F06.03; Stakeholder-Comms; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting
Task,,,,Validate and document Write dashboard interpretation notes,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Write dashboard interpretation notes.",,ClinicalPulse; Sprint-6; Phase-6; E06; F06.03; Stakeholder-Comms; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting
User Story,,,Finalize report UX and accessibility checks,,New,"As a BI developer, I want finalize report ux and accessibility checks so that dashboard pages are readable, consistent, and not over-cluttered.",Deliverable exists at docs/report_design_checklist.md; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-6; Phase-6; E06; F06.03; UX; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting
Task,,,,Draft/build artifact for Finalize report UX and accessibility checks,New,Create the first complete version of the artifact or implementation for Finalize report UX and accessibility checks.,,ClinicalPulse; Sprint-6; Phase-6; E06; F06.03; UX; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting
Task,,,,Validate and document Finalize report UX and accessibility checks,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Finalize report UX and accessibility checks.",,ClinicalPulse; Sprint-6; Phase-6; E06; F06.03; UX; AP-ClinicalPulse\Power BI; IP-ClinicalPulse\Sprint 6 - Power BI Reporting
Epic,FHIR API & Interoperability,,,,New,Map relational entities to FHIR-style resources and expose selected read-only resources through a FastAPI service.,,ClinicalPulse; Sprint-7; Phase-7; E07; FHIR; FastAPI; Interoperability; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component
Feature,,FHIR Mapping and API SQL Views,,,New,Prepare FHIR-style relational mappings and SQL views.,,ClinicalPulse; Sprint-7; Phase-7; E07; F07.01; FHIR; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component
User Story,,,Create FHIR mapping document,,New,"As a interoperability reviewer, I want create fhir mapping document so that ClinicalPulse entities are mapped to Patient, Encounter, Observation, Condition, Procedure, Organization, and Practitioner-style resources.",Deliverable exists at docs/fhir_mapping.md; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-7; Phase-7; E07; F07.01; FHIR-Mapping; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component
Task,,,,Draft/build artifact for Create FHIR mapping document,New,Create the first complete version of the artifact or implementation for Create FHIR mapping document.,,ClinicalPulse; Sprint-7; Phase-7; E07; F07.01; FHIR-Mapping; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component
Task,,,,Validate and document Create FHIR mapping document,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Create FHIR mapping document.",,ClinicalPulse; Sprint-7; Phase-7; E07; F07.01; FHIR-Mapping; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component
User Story,,,Create API views for Patient and Encounter,,New,"As a developer, I want create api views for patient and encounter so that read-only SQL views produce FHIR-ready Patient and Encounter structures.",Deliverable exists at sql/09_create_api_views.sql; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-7; Phase-7; E07; F07.01; API-Views; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component
Task,,,,Draft/build artifact for Create API views for Patient and Encounter,New,Create the first complete version of the artifact or implementation for Create API views for Patient and Encounter.,,ClinicalPulse; Sprint-7; Phase-7; E07; F07.01; API-Views; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component
Task,,,,Validate and document Create API views for Patient and Encounter,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Create API views for Patient and Encounter.",,ClinicalPulse; Sprint-7; Phase-7; E07; F07.01; API-Views; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component
Task,,,,Commit and link implementation evidence for Create API views for Patient and Encounter,New,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Create API views for Patient and Encounter.",,ClinicalPulse; Sprint-7; Phase-7; E07; F07.01; API-Views; Evidence; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component
User Story,,,"Create API views for Observation, Condition, and Procedure",,New,"As a developer, I want create api views for observation, condition, and procedure so that read-only SQL views produce FHIR-ready clinical context structures.",Deliverable exists at sql/09_create_api_views.sql; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-7; Phase-7; E07; F07.01; API-Views; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component
Task,,,,"Draft/build artifact for Create API views for Observation, Condition, and Procedure",New,"Create the first complete version of the artifact or implementation for Create API views for Observation, Condition, and Procedure.",,ClinicalPulse; Sprint-7; Phase-7; E07; F07.01; API-Views; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component
Task,,,,"Validate and document Create API views for Observation, Condition, and Procedure",New,"Check the work against acceptance criteria, document assumptions, and record evidence for Create API views for Observation, Condition, and Procedure.",,ClinicalPulse; Sprint-7; Phase-7; E07; F07.01; API-Views; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component
Task,,,,"Commit and link implementation evidence for Create API views for Observation, Condition, and Procedure",New,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Create API views for Observation, Condition, and Procedure.",,ClinicalPulse; Sprint-7; Phase-7; E07; F07.01; API-Views; Evidence; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component
Feature,,FastAPI Service,,,New,Build a lightweight read-only FastAPI service for selected resources.,,ClinicalPulse; Sprint-7; Phase-7; E07; F07.02; FastAPI; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component
User Story,,,Set up FastAPI app structure,,New,"As a developer, I want set up fastapi app structure so that API modules, schemas, database utilities, and services are organized.",Deliverable exists at src/api/main.py; src/api/db.py; src/api/schemas.py; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-7; Phase-7; E07; F07.02; FastAPI; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component
Task,,,,Draft/build artifact for Set up FastAPI app structure,New,Create the first complete version of the artifact or implementation for Set up FastAPI app structure.,,ClinicalPulse; Sprint-7; Phase-7; E07; F07.02; FastAPI; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component
Task,,,,Validate and document Set up FastAPI app structure,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Set up FastAPI app structure.",,ClinicalPulse; Sprint-7; Phase-7; E07; F07.02; FastAPI; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component
Task,,,,Commit and link implementation evidence for Set up FastAPI app structure,New,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Set up FastAPI app structure.",,ClinicalPulse; Sprint-7; Phase-7; E07; F07.02; FastAPI; Evidence; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component
User Story,,,Implement health and metadata endpoints,,New,"As a developer, I want implement health and metadata endpoints so that GET /health and GET /api/metadata return expected status and supported resources.",Deliverable exists at src/api/main.py; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-7; Phase-7; E07; F07.02; Endpoint; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component
Task,,,,Draft/build artifact for Implement health and metadata endpoints,New,Create the first complete version of the artifact or implementation for Implement health and metadata endpoints.,,ClinicalPulse; Sprint-7; Phase-7; E07; F07.02; Endpoint; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component
Task,,,,Validate and document Implement health and metadata endpoints,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Implement health and metadata endpoints.",,ClinicalPulse; Sprint-7; Phase-7; E07; F07.02; Endpoint; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component
Task,,,,Commit and link implementation evidence for Implement health and metadata endpoints,New,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Implement health and metadata endpoints.",,ClinicalPulse; Sprint-7; Phase-7; E07; F07.02; Endpoint; Evidence; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component
User Story,,,Implement Patient and Encounter endpoints,,New,"As a developer, I want implement patient and encounter endpoints so that GET /fhir/Patient/{patient_id} and GET /fhir/Encounter/{encounter_id} return FHIR-style JSON.",Deliverable exists at src/api/services/patient_service.py; src/api/services/encounter_service.py; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-7; Phase-7; E07; F07.02; Endpoint; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component
Task,,,,Draft/build artifact for Implement Patient and Encounter endpoints,New,Create the first complete version of the artifact or implementation for Implement Patient and Encounter endpoints.,,ClinicalPulse; Sprint-7; Phase-7; E07; F07.02; Endpoint; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component
Task,,,,Validate and document Implement Patient and Encounter endpoints,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Implement Patient and Encounter endpoints.",,ClinicalPulse; Sprint-7; Phase-7; E07; F07.02; Endpoint; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component
Task,,,,Commit and link implementation evidence for Implement Patient and Encounter endpoints,New,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Implement Patient and Encounter endpoints.",,ClinicalPulse; Sprint-7; Phase-7; E07; F07.02; Endpoint; Evidence; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component
User Story,,,Implement Observation and Condition endpoints,,New,"As a developer, I want implement observation and condition endpoints so that GET /fhir/Observation?patient= and GET /fhir/Condition?patient= return selected synthetic records.",Deliverable exists at src/api/services/observation_service.py; src/api/services/condition_service.py; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-7; Phase-7; E07; F07.02; Endpoint; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component
Task,,,,Draft/build artifact for Implement Observation and Condition endpoints,New,Create the first complete version of the artifact or implementation for Implement Observation and Condition endpoints.,,ClinicalPulse; Sprint-7; Phase-7; E07; F07.02; Endpoint; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component
Task,,,,Validate and document Implement Observation and Condition endpoints,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Implement Observation and Condition endpoints.",,ClinicalPulse; Sprint-7; Phase-7; E07; F07.02; Endpoint; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component
Task,,,,Commit and link implementation evidence for Implement Observation and Condition endpoints,New,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Implement Observation and Condition endpoints.",,ClinicalPulse; Sprint-7; Phase-7; E07; F07.02; Endpoint; Evidence; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component
User Story,,,Implement aggregate metrics summary endpoint,,New,"As a developer, I want implement aggregate metrics summary endpoint so that GET /api/metrics/summary returns governed aggregate dashboard metrics.",Deliverable exists at src/api/services/metrics_service.py; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-7; Phase-7; E07; F07.02; Endpoint; Metrics; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component
Task,,,,Draft/build artifact for Implement aggregate metrics summary endpoint,New,Create the first complete version of the artifact or implementation for Implement aggregate metrics summary endpoint.,,ClinicalPulse; Sprint-7; Phase-7; E07; F07.02; Endpoint; Metrics; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component
Task,,,,Validate and document Implement aggregate metrics summary endpoint,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Implement aggregate metrics summary endpoint.",,ClinicalPulse; Sprint-7; Phase-7; E07; F07.02; Endpoint; Metrics; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component
Task,,,,Commit and link implementation evidence for Implement aggregate metrics summary endpoint,New,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Implement aggregate metrics summary endpoint.",,ClinicalPulse; Sprint-7; Phase-7; E07; F07.02; Endpoint; Metrics; Evidence; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component
Feature,,Testing and API Documentation,,,New,Test and document the API component.,,ClinicalPulse; Sprint-7; Phase-7; E07; F07.03; Testing; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component
User Story,,,Add endpoint tests,,New,"As a developer, I want add endpoint tests so that API endpoints have basic pytest coverage for status codes and response shapes.",Deliverable exists at tests/test_api_endpoints.py; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-7; Phase-7; E07; F07.03; Testing; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component
Task,,,,Draft/build artifact for Add endpoint tests,New,Create the first complete version of the artifact or implementation for Add endpoint tests.,,ClinicalPulse; Sprint-7; Phase-7; E07; F07.03; Testing; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component
Task,,,,Validate and document Add endpoint tests,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Add endpoint tests.",,ClinicalPulse; Sprint-7; Phase-7; E07; F07.03; Testing; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component
Task,,,,Commit and link implementation evidence for Add endpoint tests,New,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Add endpoint tests.",,ClinicalPulse; Sprint-7; Phase-7; E07; F07.03; Testing; Evidence; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component
User Story,,,Export sample FHIR-style JSON responses,,New,"As a developer, I want export sample fhir-style json responses so that sample Patient, Encounter, Observation, and Condition responses are committed as documentation examples.",Deliverable exists at src/export_fhir_examples.py; docs/examples/; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-7; Phase-7; E07; F07.03; FHIR-JSON; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component
Task,,,,Draft/build artifact for Export sample FHIR-style JSON responses,New,Create the first complete version of the artifact or implementation for Export sample FHIR-style JSON responses.,,ClinicalPulse; Sprint-7; Phase-7; E07; F07.03; FHIR-JSON; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component
Task,,,,Validate and document Export sample FHIR-style JSON responses,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Export sample FHIR-style JSON responses.",,ClinicalPulse; Sprint-7; Phase-7; E07; F07.03; FHIR-JSON; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component
User Story,,,Create API reference documentation,,New,"As a reviewer, I want create api reference documentation so that endpoint purpose, parameters, response examples, limitations, and demo boundaries are documented.",Deliverable exists at docs/api_reference.md; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-7; Phase-7; E07; F07.03; API-Docs; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component
Task,,,,Draft/build artifact for Create API reference documentation,New,Create the first complete version of the artifact or implementation for Create API reference documentation.,,ClinicalPulse; Sprint-7; Phase-7; E07; F07.03; API-Docs; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component
Task,,,,Validate and document Create API reference documentation,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Create API reference documentation.",,ClinicalPulse; Sprint-7; Phase-7; E07; F07.03; API-Docs; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component
Epic,Documentation & Portfolio Delivery,,,,New,"Package the project for public portfolio review with clear README, architecture narrative, adoption plan, and interview evidence.",,ClinicalPulse; Sprint-8; Phase-8; E08; Documentation; Portfolio; AP-ClinicalPulse\Documentation & Portfolio; IP-ClinicalPulse\Sprint 8 - Governance and Portfolio Delivery
Feature,,README and Architecture Story,,,New,Make the project easy to understand from the repository landing page.,,ClinicalPulse; Sprint-8; Phase-8; E08; F08.01; README; AP-ClinicalPulse\Documentation & Portfolio; IP-ClinicalPulse\Sprint 8 - Governance and Portfolio Delivery
User Story,,,Write README project narrative,,New,"As a recruiter, I want write readme project narrative so that the project thesis, stack, business problem, and deliverables are clear from the README.",Deliverable exists at README.md; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-8; Phase-8; E08; F08.01; README; AP-ClinicalPulse\Documentation & Portfolio; IP-ClinicalPulse\Sprint 8 - Governance and Portfolio Delivery
Task,,,,Draft/build artifact for Write README project narrative,New,Create the first complete version of the artifact or implementation for Write README project narrative.,,ClinicalPulse; Sprint-8; Phase-8; E08; F08.01; README; AP-ClinicalPulse\Documentation & Portfolio; IP-ClinicalPulse\Sprint 8 - Governance and Portfolio Delivery
Task,,,,Validate and document Write README project narrative,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Write README project narrative.",,ClinicalPulse; Sprint-8; Phase-8; E08; F08.01; README; AP-ClinicalPulse\Documentation & Portfolio; IP-ClinicalPulse\Sprint 8 - Governance and Portfolio Delivery
User Story,,,Create final architecture diagram,,New,"As a technical reviewer, I want create final architecture diagram so that the flow from Synthea to SQL Server to Power BI/governance/FHIR API is visually clear.",Deliverable exists at docs/architecture_diagram.png; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-8; Phase-8; E08; F08.01; Architecture-Diagram; AP-ClinicalPulse\Documentation & Portfolio; IP-ClinicalPulse\Sprint 8 - Governance and Portfolio Delivery
Task,,,,Draft/build artifact for Create final architecture diagram,New,Create the first complete version of the artifact or implementation for Create final architecture diagram.,,ClinicalPulse; Sprint-8; Phase-8; E08; F08.01; Architecture-Diagram; AP-ClinicalPulse\Documentation & Portfolio; IP-ClinicalPulse\Sprint 8 - Governance and Portfolio Delivery
Task,,,,Validate and document Create final architecture diagram,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Create final architecture diagram.",,ClinicalPulse; Sprint-8; Phase-8; E08; F08.01; Architecture-Diagram; AP-ClinicalPulse\Documentation & Portfolio; IP-ClinicalPulse\Sprint 8 - Governance and Portfolio Delivery
User Story,,,Create public portfolio safety section,,New,"As a reviewer, I want create public portfolio safety section so that the repository clearly states synthetic-data boundaries and excluded artifacts.",Deliverable exists at README.md; docs/security_model.md; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-8; Phase-8; E08; F08.01; Portfolio-Safe; AP-ClinicalPulse\Documentation & Portfolio; IP-ClinicalPulse\Sprint 8 - Governance and Portfolio Delivery
Task,,,,Draft/build artifact for Create public portfolio safety section,New,Create the first complete version of the artifact or implementation for Create public portfolio safety section.,,ClinicalPulse; Sprint-8; Phase-8; E08; F08.01; Portfolio-Safe; AP-ClinicalPulse\Documentation & Portfolio; IP-ClinicalPulse\Sprint 8 - Governance and Portfolio Delivery
Task,,,,Validate and document Create public portfolio safety section,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Create public portfolio safety section.",,ClinicalPulse; Sprint-8; Phase-8; E08; F08.01; Portfolio-Safe; AP-ClinicalPulse\Documentation & Portfolio; IP-ClinicalPulse\Sprint 8 - Governance and Portfolio Delivery
Feature,,Adoption and Stakeholder Enablement,,,New,Document how dashboard users would adopt and give feedback on the reporting product.,,ClinicalPulse; Sprint-8; Phase-8; E08; F08.02; Adoption; AP-ClinicalPulse\Documentation & Portfolio; IP-ClinicalPulse\Sprint 8 - Governance and Portfolio Delivery
User Story,,,Create adoption plan,,New,"As a operational leader, I want create adoption plan so that training approach, audience, feedback loop, and success measures are documented.",Deliverable exists at docs/adoption_plan.md; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-8; Phase-8; E08; F08.02; Adoption; AP-ClinicalPulse\Documentation & Portfolio; IP-ClinicalPulse\Sprint 8 - Governance and Portfolio Delivery
Task,,,,Draft/build artifact for Create adoption plan,New,Create the first complete version of the artifact or implementation for Create adoption plan.,,ClinicalPulse; Sprint-8; Phase-8; E08; F08.02; Adoption; AP-ClinicalPulse\Documentation & Portfolio; IP-ClinicalPulse\Sprint 8 - Governance and Portfolio Delivery
Task,,,,Validate and document Create adoption plan,New,"Check the work against acceptance criteria, document assumptions, and record evidence for Create adoption plan.",,ClinicalPulse; Sprint-8; Phase-8; E08; F08.02; Adoption; AP-ClinicalPulse\Documentation & Portfolio; IP-ClinicalPulse\Sprint 8 - Governance and Portfolio Delivery
