External ID,Parent External ID,Work Item Type,Title,State,Sprint,Phase,Epic,Feature,Description,Acceptance Criteria,Tags,Suggested Repo Artifact,Notes
T07.02.01.3,US07.02.01,Task,Commit and link implementation evidence for Set up FastAPI app structure,New,Sprint 7,Phase 7,E07 FHIR API & Interoperability,F07.02 FastAPI Service,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Set up FastAPI app structure.",,ClinicalPulse; Sprint-7; Phase-7; E07; F07.02; FastAPI; Evidence; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component,src/api/main.py; src/api/db.py; src/api/schemas.py,
US07.02.02,F07.02,User Story,Implement health and metadata endpoints,New,Sprint 7,Phase 7,E07 FHIR API & Interoperability,F07.02 FastAPI Service,"As a developer, I want implement health and metadata endpoints so that GET /health and GET /api/metadata return expected status and supported resources.",Deliverable exists at src/api/main.py; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-7; Phase-7; E07; F07.02; Endpoint; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component,src/api/main.py,
T07.02.02.1,US07.02.02,Task,Draft/build artifact for Implement health and metadata endpoints,New,Sprint 7,Phase 7,E07 FHIR API & Interoperability,F07.02 FastAPI Service,Create the first complete version of the artifact or implementation for Implement health and metadata endpoints.,,ClinicalPulse; Sprint-7; Phase-7; E07; F07.02; Endpoint; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component,src/api/main.py,
T07.02.02.2,US07.02.02,Task,Validate and document Implement health and metadata endpoints,New,Sprint 7,Phase 7,E07 FHIR API & Interoperability,F07.02 FastAPI Service,"Check the work against acceptance criteria, document assumptions, and record evidence for Implement health and metadata endpoints.",,ClinicalPulse; Sprint-7; Phase-7; E07; F07.02; Endpoint; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component,src/api/main.py,
T07.02.02.3,US07.02.02,Task,Commit and link implementation evidence for Implement health and metadata endpoints,New,Sprint 7,Phase 7,E07 FHIR API & Interoperability,F07.02 FastAPI Service,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Implement health and metadata endpoints.",,ClinicalPulse; Sprint-7; Phase-7; E07; F07.02; Endpoint; Evidence; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component,src/api/main.py,
US07.02.03,F07.02,User Story,Implement Patient and Encounter endpoints,New,Sprint 7,Phase 7,E07 FHIR API & Interoperability,F07.02 FastAPI Service,"As a developer, I want implement patient and encounter endpoints so that GET /fhir/Patient/{patient_id} and GET /fhir/Encounter/{encounter_id} return FHIR-style JSON.",Deliverable exists at src/api/services/patient_service.py; src/api/services/encounter_service.py; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-7; Phase-7; E07; F07.02; Endpoint; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component,src/api/services/patient_service.py; src/api/services/encounter_service.py,
T07.02.03.1,US07.02.03,Task,Draft/build artifact for Implement Patient and Encounter endpoints,New,Sprint 7,Phase 7,E07 FHIR API & Interoperability,F07.02 FastAPI Service,Create the first complete version of the artifact or implementation for Implement Patient and Encounter endpoints.,,ClinicalPulse; Sprint-7; Phase-7; E07; F07.02; Endpoint; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component,src/api/services/patient_service.py; src/api/services/encounter_service.py,
T07.02.03.2,US07.02.03,Task,Validate and document Implement Patient and Encounter endpoints,New,Sprint 7,Phase 7,E07 FHIR API & Interoperability,F07.02 FastAPI Service,"Check the work against acceptance criteria, document assumptions, and record evidence for Implement Patient and Encounter endpoints.",,ClinicalPulse; Sprint-7; Phase-7; E07; F07.02; Endpoint; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component,src/api/services/patient_service.py; src/api/services/encounter_service.py,
T07.02.03.3,US07.02.03,Task,Commit and link implementation evidence for Implement Patient and Encounter endpoints,New,Sprint 7,Phase 7,E07 FHIR API & Interoperability,F07.02 FastAPI Service,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Implement Patient and Encounter endpoints.",,ClinicalPulse; Sprint-7; Phase-7; E07; F07.02; Endpoint; Evidence; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component,src/api/services/patient_service.py; src/api/services/encounter_service.py,
US07.02.04,F07.02,User Story,Implement Observation and Condition endpoints,New,Sprint 7,Phase 7,E07 FHIR API & Interoperability,F07.02 FastAPI Service,"As a developer, I want implement observation and condition endpoints so that GET /fhir/Observation?patient= and GET /fhir/Condition?patient= return selected synthetic records.",Deliverable exists at src/api/services/observation_service.py; src/api/services/condition_service.py; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-7; Phase-7; E07; F07.02; Endpoint; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component,src/api/services/observation_service.py; src/api/services/condition_service.py,
T07.02.04.1,US07.02.04,Task,Draft/build artifact for Implement Observation and Condition endpoints,New,Sprint 7,Phase 7,E07 FHIR API & Interoperability,F07.02 FastAPI Service,Create the first complete version of the artifact or implementation for Implement Observation and Condition endpoints.,,ClinicalPulse; Sprint-7; Phase-7; E07; F07.02; Endpoint; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component,src/api/services/observation_service.py; src/api/services/condition_service.py,
T07.02.04.2,US07.02.04,Task,Validate and document Implement Observation and Condition endpoints,New,Sprint 7,Phase 7,E07 FHIR API & Interoperability,F07.02 FastAPI Service,"Check the work against acceptance criteria, document assumptions, and record evidence for Implement Observation and Condition endpoints.",,ClinicalPulse; Sprint-7; Phase-7; E07; F07.02; Endpoint; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component,src/api/services/observation_service.py; src/api/services/condition_service.py,
T07.02.04.3,US07.02.04,Task,Commit and link implementation evidence for Implement Observation and Condition endpoints,New,Sprint 7,Phase 7,E07 FHIR API & Interoperability,F07.02 FastAPI Service,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Implement Observation and Condition endpoints.",,ClinicalPulse; Sprint-7; Phase-7; E07; F07.02; Endpoint; Evidence; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component,src/api/services/observation_service.py; src/api/services/condition_service.py,
US07.02.05,F07.02,User Story,Implement aggregate metrics summary endpoint,New,Sprint 7,Phase 7,E07 FHIR API & Interoperability,F07.02 FastAPI Service,"As a developer, I want implement aggregate metrics summary endpoint so that GET /api/metrics/summary returns governed aggregate dashboard metrics.",Deliverable exists at src/api/services/metrics_service.py; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-7; Phase-7; E07; F07.02; Endpoint; Metrics; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component,src/api/services/metrics_service.py,
T07.02.05.1,US07.02.05,Task,Draft/build artifact for Implement aggregate metrics summary endpoint,New,Sprint 7,Phase 7,E07 FHIR API & Interoperability,F07.02 FastAPI Service,Create the first complete version of the artifact or implementation for Implement aggregate metrics summary endpoint.,,ClinicalPulse; Sprint-7; Phase-7; E07; F07.02; Endpoint; Metrics; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component,src/api/services/metrics_service.py,
T07.02.05.2,US07.02.05,Task,Validate and document Implement aggregate metrics summary endpoint,New,Sprint 7,Phase 7,E07 FHIR API & Interoperability,F07.02 FastAPI Service,"Check the work against acceptance criteria, document assumptions, and record evidence for Implement aggregate metrics summary endpoint.",,ClinicalPulse; Sprint-7; Phase-7; E07; F07.02; Endpoint; Metrics; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component,src/api/services/metrics_service.py,
T07.02.05.3,US07.02.05,Task,Commit and link implementation evidence for Implement aggregate metrics summary endpoint,New,Sprint 7,Phase 7,E07 FHIR API & Interoperability,F07.02 FastAPI Service,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Implement aggregate metrics summary endpoint.",,ClinicalPulse; Sprint-7; Phase-7; E07; F07.02; Endpoint; Metrics; Evidence; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component,src/api/services/metrics_service.py,
F07.03,E07,Feature,Testing and API Documentation,New,Sprint 7,Phase 7,E07 FHIR API & Interoperability,F07.03 Testing and API Documentation,Test and document the API component.,"Feature is complete when endpoint tests, FHIR-shape tests, sample JSON responses, and API reference documentation demonstrate expected API behavior and limitations.",ClinicalPulse; Sprint-7; Phase-7; E07; F07.03; Testing; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component,,
US07.03.01,F07.03,User Story,Add endpoint tests,New,Sprint 7,Phase 7,E07 FHIR API & Interoperability,F07.03 Testing and API Documentation,"As a developer, I want add endpoint tests so that API endpoints have basic pytest coverage for status codes and response shapes.",Deliverable exists at tests/test_api_endpoints.py; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-7; Phase-7; E07; F07.03; Testing; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component,tests/test_api_endpoints.py,
T07.03.01.1,US07.03.01,Task,Draft/build artifact for Add endpoint tests,New,Sprint 7,Phase 7,E07 FHIR API & Interoperability,F07.03 Testing and API Documentation,Create the first complete version of the artifact or implementation for Add endpoint tests.,,ClinicalPulse; Sprint-7; Phase-7; E07; F07.03; Testing; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component,tests/test_api_endpoints.py,
T07.03.01.2,US07.03.01,Task,Validate and document Add endpoint tests,New,Sprint 7,Phase 7,E07 FHIR API & Interoperability,F07.03 Testing and API Documentation,"Check the work against acceptance criteria, document assumptions, and record evidence for Add endpoint tests.",,ClinicalPulse; Sprint-7; Phase-7; E07; F07.03; Testing; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component,tests/test_api_endpoints.py,
T07.03.01.3,US07.03.01,Task,Commit and link implementation evidence for Add endpoint tests,New,Sprint 7,Phase 7,E07 FHIR API & Interoperability,F07.03 Testing and API Documentation,"Commit related code/docs, reference the Azure Boards work item in the commit, and capture validation notes for Add endpoint tests.",,ClinicalPulse; Sprint-7; Phase-7; E07; F07.03; Testing; Evidence; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component,tests/test_api_endpoints.py,
US07.03.02,F07.03,User Story,Export sample FHIR-style JSON responses,New,Sprint 7,Phase 7,E07 FHIR API & Interoperability,F07.03 Testing and API Documentation,"As a developer, I want export sample fhir-style json responses so that sample Patient, Encounter, Observation, and Condition responses are committed as documentation examples.",Deliverable exists at src/export_fhir_examples.py; docs/examples/; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-7; Phase-7; E07; F07.03; FHIR-JSON; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component,src/export_fhir_examples.py; docs/examples/,
T07.03.02.1,US07.03.02,Task,Draft/build artifact for Export sample FHIR-style JSON responses,New,Sprint 7,Phase 7,E07 FHIR API & Interoperability,F07.03 Testing and API Documentation,Create the first complete version of the artifact or implementation for Export sample FHIR-style JSON responses.,,ClinicalPulse; Sprint-7; Phase-7; E07; F07.03; FHIR-JSON; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component,src/export_fhir_examples.py; docs/examples/,
T07.03.02.2,US07.03.02,Task,Validate and document Export sample FHIR-style JSON responses,New,Sprint 7,Phase 7,E07 FHIR API & Interoperability,F07.03 Testing and API Documentation,"Check the work against acceptance criteria, document assumptions, and record evidence for Export sample FHIR-style JSON responses.",,ClinicalPulse; Sprint-7; Phase-7; E07; F07.03; FHIR-JSON; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component,src/export_fhir_examples.py; docs/examples/,
US07.03.03,F07.03,User Story,Create API reference documentation,New,Sprint 7,Phase 7,E07 FHIR API & Interoperability,F07.03 Testing and API Documentation,"As a reviewer, I want create api reference documentation so that endpoint purpose, parameters, response examples, limitations, and demo boundaries are documented.",Deliverable exists at docs/api_reference.md; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-7; Phase-7; E07; F07.03; API-Docs; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component,docs/api_reference.md,
T07.03.03.1,US07.03.03,Task,Draft/build artifact for Create API reference documentation,New,Sprint 7,Phase 7,E07 FHIR API & Interoperability,F07.03 Testing and API Documentation,Create the first complete version of the artifact or implementation for Create API reference documentation.,,ClinicalPulse; Sprint-7; Phase-7; E07; F07.03; API-Docs; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component,docs/api_reference.md,
T07.03.03.2,US07.03.03,Task,Validate and document Create API reference documentation,New,Sprint 7,Phase 7,E07 FHIR API & Interoperability,F07.03 Testing and API Documentation,"Check the work against acceptance criteria, document assumptions, and record evidence for Create API reference documentation.",,ClinicalPulse; Sprint-7; Phase-7; E07; F07.03; API-Docs; AP-ClinicalPulse\FHIR API; IP-ClinicalPulse\Sprint 7 - FHIR API Component,docs/api_reference.md,
F08.01,E08,Feature,README and Architecture Story,New,Sprint 8,Phase 8,E08 Documentation & Portfolio Delivery,F08.01 README and Architecture Story,Make the project easy to understand from the repository landing page.,"Feature is complete when the README, architecture diagram, and public portfolio safety section clearly explain the project thesis, stack, architecture flow, synthetic-data boundaries, and excluded artifacts.",ClinicalPulse; Sprint-8; Phase-8; E08; F08.01; README; AP-ClinicalPulse\Documentation & Portfolio; IP-ClinicalPulse\Sprint 8 - Governance and Portfolio Delivery,,
US08.01.01,F08.01,User Story,Write README project narrative,New,Sprint 8,Phase 8,E08 Documentation & Portfolio Delivery,F08.01 README and Architecture Story,"As a recruiter, I want write readme project narrative so that the project thesis, stack, business problem, and deliverables are clear from the README.",Deliverable exists at README.md; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-8; Phase-8; E08; F08.01; README; AP-ClinicalPulse\Documentation & Portfolio; IP-ClinicalPulse\Sprint 8 - Governance and Portfolio Delivery,README.md,
T08.01.01.1,US08.01.01,Task,Draft/build artifact for Write README project narrative,New,Sprint 8,Phase 8,E08 Documentation & Portfolio Delivery,F08.01 README and Architecture Story,Create the first complete version of the artifact or implementation for Write README project narrative.,,ClinicalPulse; Sprint-8; Phase-8; E08; F08.01; README; AP-ClinicalPulse\Documentation & Portfolio; IP-ClinicalPulse\Sprint 8 - Governance and Portfolio Delivery,README.md,
T08.01.01.2,US08.01.01,Task,Validate and document Write README project narrative,New,Sprint 8,Phase 8,E08 Documentation & Portfolio Delivery,F08.01 README and Architecture Story,"Check the work against acceptance criteria, document assumptions, and record evidence for Write README project narrative.",,ClinicalPulse; Sprint-8; Phase-8; E08; F08.01; README; AP-ClinicalPulse\Documentation & Portfolio; IP-ClinicalPulse\Sprint 8 - Governance and Portfolio Delivery,README.md,
US08.01.02,F08.01,User Story,Create final architecture diagram,New,Sprint 8,Phase 8,E08 Documentation & Portfolio Delivery,F08.01 README and Architecture Story,"As a technical reviewer, I want create final architecture diagram so that the flow from Synthea to SQL Server to Power BI/governance/FHIR API is visually clear.",Deliverable exists at docs/architecture_diagram.png; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-8; Phase-8; E08; F08.01; Architecture-Diagram; AP-ClinicalPulse\Documentation & Portfolio; IP-ClinicalPulse\Sprint 8 - Governance and Portfolio Delivery,docs/architecture_diagram.png,
T08.01.02.1,US08.01.02,Task,Draft/build artifact for Create final architecture diagram,New,Sprint 8,Phase 8,E08 Documentation & Portfolio Delivery,F08.01 README and Architecture Story,Create the first complete version of the artifact or implementation for Create final architecture diagram.,,ClinicalPulse; Sprint-8; Phase-8; E08; F08.01; Architecture-Diagram; AP-ClinicalPulse\Documentation & Portfolio; IP-ClinicalPulse\Sprint 8 - Governance and Portfolio Delivery,docs/architecture_diagram.png,
T08.01.02.2,US08.01.02,Task,Validate and document Create final architecture diagram,New,Sprint 8,Phase 8,E08 Documentation & Portfolio Delivery,F08.01 README and Architecture Story,"Check the work against acceptance criteria, document assumptions, and record evidence for Create final architecture diagram.",,ClinicalPulse; Sprint-8; Phase-8; E08; F08.01; Architecture-Diagram; AP-ClinicalPulse\Documentation & Portfolio; IP-ClinicalPulse\Sprint 8 - Governance and Portfolio Delivery,docs/architecture_diagram.png,
US08.01.03,F08.01,User Story,Create public portfolio safety section,New,Sprint 8,Phase 8,E08 Documentation & Portfolio Delivery,F08.01 README and Architecture Story,"As a reviewer, I want create public portfolio safety section so that the repository clearly states synthetic-data boundaries and excluded artifacts.",Deliverable exists at README.md; docs/security_model.md; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-8; Phase-8; E08; F08.01; Portfolio-Safe; AP-ClinicalPulse\Documentation & Portfolio; IP-ClinicalPulse\Sprint 8 - Governance and Portfolio Delivery,README.md; docs/security_model.md,
T08.01.03.1,US08.01.03,Task,Draft/build artifact for Create public portfolio safety section,New,Sprint 8,Phase 8,E08 Documentation & Portfolio Delivery,F08.01 README and Architecture Story,Create the first complete version of the artifact or implementation for Create public portfolio safety section.,,ClinicalPulse; Sprint-8; Phase-8; E08; F08.01; Portfolio-Safe; AP-ClinicalPulse\Documentation & Portfolio; IP-ClinicalPulse\Sprint 8 - Governance and Portfolio Delivery,README.md; docs/security_model.md,
T08.01.03.2,US08.01.03,Task,Validate and document Create public portfolio safety section,New,Sprint 8,Phase 8,E08 Documentation & Portfolio Delivery,F08.01 README and Architecture Story,"Check the work against acceptance criteria, document assumptions, and record evidence for Create public portfolio safety section.",,ClinicalPulse; Sprint-8; Phase-8; E08; F08.01; Portfolio-Safe; AP-ClinicalPulse\Documentation & Portfolio; IP-ClinicalPulse\Sprint 8 - Governance and Portfolio Delivery,README.md; docs/security_model.md,
F08.02,E08,Feature,Adoption and Stakeholder Enablement,New,Sprint 8,Phase 8,E08 Documentation & Portfolio Delivery,F08.02 Adoption and Stakeholder Enablement,Document how dashboard users would adopt and give feedback on the reporting product.,"Feature is complete when the adoption plan, dashboard user guide, and change-control loop explain how users would learn, interpret, provide feedback on, and request changes to the reporting product.",ClinicalPulse; Sprint-8; Phase-8; E08; F08.02; Adoption; AP-ClinicalPulse\Documentation & Portfolio; IP-ClinicalPulse\Sprint 8 - Governance and Portfolio Delivery,,
US08.02.01,F08.02,User Story,Create adoption plan,New,Sprint 8,Phase 8,E08 Documentation & Portfolio Delivery,F08.02 Adoption and Stakeholder Enablement,"As a operational leader, I want create adoption plan so that training approach, audience, feedback loop, and success measures are documented.",Deliverable exists at docs/adoption_plan.md; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-8; Phase-8; E08; F08.02; Adoption; AP-ClinicalPulse\Documentation & Portfolio; IP-ClinicalPulse\Sprint 8 - Governance and Portfolio Delivery,docs/adoption_plan.md,
T08.02.01.1,US08.02.01,Task,Draft/build artifact for Create adoption plan,New,Sprint 8,Phase 8,E08 Documentation & Portfolio Delivery,F08.02 Adoption and Stakeholder Enablement,Create the first complete version of the artifact or implementation for Create adoption plan.,,ClinicalPulse; Sprint-8; Phase-8; E08; F08.02; Adoption; AP-ClinicalPulse\Documentation & Portfolio; IP-ClinicalPulse\Sprint 8 - Governance and Portfolio Delivery,docs/adoption_plan.md,
T08.02.01.2,US08.02.01,Task,Validate and document Create adoption plan,New,Sprint 8,Phase 8,E08 Documentation & Portfolio Delivery,F08.02 Adoption and Stakeholder Enablement,"Check the work against acceptance criteria, document assumptions, and record evidence for Create adoption plan.",,ClinicalPulse; Sprint-8; Phase-8; E08; F08.02; Adoption; AP-ClinicalPulse\Documentation & Portfolio; IP-ClinicalPulse\Sprint 8 - Governance and Portfolio Delivery,docs/adoption_plan.md,
US08.02.02,F08.02,User Story,Create dashboard user guide,New,Sprint 8,Phase 8,E08 Documentation & Portfolio Delivery,F08.02 Adoption and Stakeholder Enablement,"As a dashboard consumer, I want create dashboard user guide so that users can interpret filters, KPIs, dashboard pages, and known limitations.",Deliverable exists at docs/dashboard_user_guide.md; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-8; Phase-8; E08; F08.02; User-Guide; AP-ClinicalPulse\Documentation & Portfolio; IP-ClinicalPulse\Sprint 8 - Governance and Portfolio Delivery,docs/dashboard_user_guide.md,
T08.02.02.1,US08.02.02,Task,Draft/build artifact for Create dashboard user guide,New,Sprint 8,Phase 8,E08 Documentation & Portfolio Delivery,F08.02 Adoption and Stakeholder Enablement,Create the first complete version of the artifact or implementation for Create dashboard user guide.,,ClinicalPulse; Sprint-8; Phase-8; E08; F08.02; User-Guide; AP-ClinicalPulse\Documentation & Portfolio; IP-ClinicalPulse\Sprint 8 - Governance and Portfolio Delivery,docs/dashboard_user_guide.md,
T08.02.02.2,US08.02.02,Task,Validate and document Create dashboard user guide,New,Sprint 8,Phase 8,E08 Documentation & Portfolio Delivery,F08.02 Adoption and Stakeholder Enablement,"Check the work against acceptance criteria, document assumptions, and record evidence for Create dashboard user guide.",,ClinicalPulse; Sprint-8; Phase-8; E08; F08.02; User-Guide; AP-ClinicalPulse\Documentation & Portfolio; IP-ClinicalPulse\Sprint 8 - Governance and Portfolio Delivery,docs/dashboard_user_guide.md,
US08.02.03,F08.02,User Story,Create feedback and change-control loop,New,Sprint 8,Phase 8,E08 Documentation & Portfolio Delivery,F08.02 Adoption and Stakeholder Enablement,"As a project owner, I want create feedback and change-control loop so that future KPI/dashboard changes have an intake and documentation process.",Deliverable exists at docs/change_control.md; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-8; Phase-8; E08; F08.02; Change-Control; AP-ClinicalPulse\Documentation & Portfolio; IP-ClinicalPulse\Sprint 8 - Governance and Portfolio Delivery,docs/change_control.md,
T08.02.03.1,US08.02.03,Task,Draft/build artifact for Create feedback and change-control loop,New,Sprint 8,Phase 8,E08 Documentation & Portfolio Delivery,F08.02 Adoption and Stakeholder Enablement,Create the first complete version of the artifact or implementation for Create feedback and change-control loop.,,ClinicalPulse; Sprint-8; Phase-8; E08; F08.02; Change-Control; AP-ClinicalPulse\Documentation & Portfolio; IP-ClinicalPulse\Sprint 8 - Governance and Portfolio Delivery,docs/change_control.md,
T08.02.03.2,US08.02.03,Task,Validate and document Create feedback and change-control loop,New,Sprint 8,Phase 8,E08 Documentation & Portfolio Delivery,F08.02 Adoption and Stakeholder Enablement,"Check the work against acceptance criteria, document assumptions, and record evidence for Create feedback and change-control loop.",,ClinicalPulse; Sprint-8; Phase-8; E08; F08.02; Change-Control; AP-ClinicalPulse\Documentation & Portfolio; IP-ClinicalPulse\Sprint 8 - Governance and Portfolio Delivery,docs/change_control.md,
F08.03,E08,Feature,Final Portfolio Packaging,New,Sprint 8,Phase 8,E08 Documentation & Portfolio Delivery,F08.03 Final Portfolio Packaging,Prepare the finished project for external review.,"Feature is complete when final walkthrough, repository cleanup, release checklist, resume bullets, interview talking points, screenshots, validation logs, and final release evidence are ready for external review.",ClinicalPulse; Sprint-8; Phase-8; E08; F08.03; Final; AP-ClinicalPulse\Documentation & Portfolio; IP-ClinicalPulse\Sprint 8 - Governance and Portfolio Delivery,,
US08.03.01,F08.03,User Story,Create final project walkthrough,New,Sprint 8,Phase 8,E08 Documentation & Portfolio Delivery,F08.03 Final Portfolio Packaging,"As a portfolio reviewer, I want create final project walkthrough so that the project has a concise walkthrough tying business, governance, technical build, and outputs together.",Deliverable exists at docs/final_walkthrough.md; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-8; Phase-8; E08; F08.03; Portfolio; AP-ClinicalPulse\Documentation & Portfolio; IP-ClinicalPulse\Sprint 8 - Governance and Portfolio Delivery,docs/final_walkthrough.md,
T08.03.01.1,US08.03.01,Task,Draft/build artifact for Create final project walkthrough,New,Sprint 8,Phase 8,E08 Documentation & Portfolio Delivery,F08.03 Final Portfolio Packaging,Create the first complete version of the artifact or implementation for Create final project walkthrough.,,ClinicalPulse; Sprint-8; Phase-8; E08; F08.03; Portfolio; AP-ClinicalPulse\Documentation & Portfolio; IP-ClinicalPulse\Sprint 8 - Governance and Portfolio Delivery,docs/final_walkthrough.md,
T08.03.01.2,US08.03.01,Task,Validate and document Create final project walkthrough,New,Sprint 8,Phase 8,E08 Documentation & Portfolio Delivery,F08.03 Final Portfolio Packaging,"Check the work against acceptance criteria, document assumptions, and record evidence for Create final project walkthrough.",,ClinicalPulse; Sprint-8; Phase-8; E08; F08.03; Portfolio; AP-ClinicalPulse\Documentation & Portfolio; IP-ClinicalPulse\Sprint 8 - Governance and Portfolio Delivery,docs/final_walkthrough.md,
US08.03.02,F08.03,User Story,Clean repository and verify folder structure,New,Sprint 8,Phase 8,E08 Documentation & Portfolio Delivery,F08.03 Final Portfolio Packaging,"As a developer, I want clean repository and verify folder structure so that the repository matches the documented structure and contains no unsafe files.",Deliverable exists at docs/release_checklist.md; content aligns with the ClinicalPulse specification; reviewer can trace the work item to a committed artifact; assumptions and limitations are documented where relevant.,ClinicalPulse; Sprint-8; Phase-8; E08; F08.03; Repo-Safety; AP-ClinicalPulse\Documentation & Portfolio; IP-ClinicalPulse\Sprint 8 - Governance and Portfolio Delivery,docs/release_checklist.md,
T08.03.02.1,US08.03.02,Task,Draft/build artifact for Clean repository and verify folder structure,New,Sprint 8,Phase 8,E08 Documentation & Portfolio Delivery,F08.03 Final Portfolio Packaging,Create the first complete version of the artifact or implementation for Clean repository and verify folder structure.,,ClinicalPulse; Sprint-8; Phase-8; E08; F08.03; Repo-Safety; AP-ClinicalPulse\Documentation & Portfolio; IP-ClinicalPulse\Sprint 8 - Governance and Portfolio Delivery,docs/release_checklist.md,
T08.03.02.2,US08.03.02,Task,Validate and document Clean repository and verify folder structure,New,Sprint 8,Phase 8,E08 Documentation & Portfolio Delivery,F08.03 Final Portfolio Packaging,"Check the work against acceptance criteria, document assumptions, and record evidence for Clean repository and verify folder structure.",,ClinicalPulse; Sprint-8; Phase-8; E08; F08.03; Repo-Safety; AP-ClinicalPulse\Documentation & Portfolio; IP-ClinicalPulse\Sprint 8 - Governance and Portfolio Delivery,docs/release_checklist.md,
