External ID,Parent External ID,Work Item Type,Title,Suggested Area Path,Exact Iteration Path,AP Tag,IP Tag,Original Sprint Label,Exact Sprint Assignment,Assignment Policy Note
T06.01.02.2,US06.01.02,Task,Validate and document Build relationships and date table,ClinicalPulse\Power BI,ClinicalPulse\Sprint 6 - Power BI Reporting,AP-ClinicalPulse\Power BI,IP-ClinicalPulse\Sprint 6 - Power BI Reporting,Sprint 6,Sprint 6,Direct mapping from original sprint label.
T06.01.02.3,US06.01.02,Task,Commit and link implementation evidence for Build relationships and date table,ClinicalPulse\Power BI,ClinicalPulse\Sprint 6 - Power BI Reporting,AP-ClinicalPulse\Power BI,IP-ClinicalPulse\Sprint 6 - Power BI Reporting,Sprint 6,Sprint 6,Direct mapping from original sprint label.
US06.01.03,F06.01,User Story,Document DAX measure definitions,ClinicalPulse\Power BI,ClinicalPulse\Sprint 6 - Power BI Reporting,AP-ClinicalPulse\Power BI,IP-ClinicalPulse\Sprint 6 - Power BI Reporting,Sprint 6,Sprint 6,Direct mapping from original sprint label.
T06.01.03.1,US06.01.03,Task,Draft/build artifact for Document DAX measure definitions,ClinicalPulse\Power BI,ClinicalPulse\Sprint 6 - Power BI Reporting,AP-ClinicalPulse\Power BI,IP-ClinicalPulse\Sprint 6 - Power BI Reporting,Sprint 6,Sprint 6,Direct mapping from original sprint label.
T06.01.03.2,US06.01.03,Task,Validate and document Document DAX measure definitions,ClinicalPulse\Power BI,ClinicalPulse\Sprint 6 - Power BI Reporting,AP-ClinicalPulse\Power BI,IP-ClinicalPulse\Sprint 6 - Power BI Reporting,Sprint 6,Sprint 6,Direct mapping from original sprint label.
T06.01.03.3,US06.01.03,Task,Commit and link implementation evidence for Document DAX measure definitions,ClinicalPulse\Power BI,ClinicalPulse\Sprint 6 - Power BI Reporting,AP-ClinicalPulse\Power BI,IP-ClinicalPulse\Sprint 6 - Power BI Reporting,Sprint 6,Sprint 6,Direct mapping from original sprint label.
US06.01.04,F06.01,User Story,Validate DAX measures against SQL outputs,ClinicalPulse\Power BI,ClinicalPulse\Sprint 6 - Power BI Reporting,AP-ClinicalPulse\Power BI,IP-ClinicalPulse\Sprint 6 - Power BI Reporting,Sprint 6,Sprint 6,Direct mapping from original sprint label.
T06.01.04.1,US06.01.04,Task,Draft/build artifact for Validate DAX measures against SQL outputs,ClinicalPulse\Power BI,ClinicalPulse\Sprint 6 - Power BI Reporting,AP-ClinicalPulse\Power BI,IP-ClinicalPulse\Sprint 6 - Power BI Reporting,Sprint 6,Sprint 6,Direct mapping from original sprint label.
T06.01.04.2,US06.01.04,Task,Validate and document Validate DAX measures against SQL outputs,ClinicalPulse\Power BI,ClinicalPulse\Sprint 6 - Power BI Reporting,AP-ClinicalPulse\Power BI,IP-ClinicalPulse\Sprint 6 - Power BI Reporting,Sprint 6,Sprint 6,Direct mapping from original sprint label.
T06.01.04.3,US06.01.04,Task,Commit and link implementation evidence for Validate DAX measures against SQL outputs,ClinicalPulse\Power BI,ClinicalPulse\Sprint 6 - Power BI Reporting,AP-ClinicalPulse\Power BI,IP-ClinicalPulse\Sprint 6 - Power BI Reporting,Sprint 6,Sprint 6,Direct mapping from original sprint label.
F06.02,E06,Feature,Dashboard Pages,ClinicalPulse\Power BI,ClinicalPulse\Sprint 6 - Power BI Reporting,AP-ClinicalPulse\Power BI,IP-ClinicalPulse\Sprint 6 - Power BI Reporting,Sprint 6,Sprint 6,Direct mapping from original sprint label.
US06.02.01,F06.02,User Story,Build Executive Overview dashboard page,ClinicalPulse\Power BI,ClinicalPulse\Sprint 6 - Power BI Reporting,AP-ClinicalPulse\Power BI,IP-ClinicalPulse\Sprint 6 - Power BI Reporting,Sprint 6,Sprint 6,Direct mapping from original sprint label.
T06.02.01.1,US06.02.01,Task,Draft/build artifact for Build Executive Overview dashboard page,ClinicalPulse\Power BI,ClinicalPulse\Sprint 6 - Power BI Reporting,AP-ClinicalPulse\Power BI,IP-ClinicalPulse\Sprint 6 - Power BI Reporting,Sprint 6,Sprint 6,Direct mapping from original sprint label.
T06.02.01.2,US06.02.01,Task,Validate and document Build Executive Overview dashboard page,ClinicalPulse\Power BI,ClinicalPulse\Sprint 6 - Power BI Reporting,AP-ClinicalPulse\Power BI,IP-ClinicalPulse\Sprint 6 - Power BI Reporting,Sprint 6,Sprint 6,Direct mapping from original sprint label.
US06.02.02,F06.02,User Story,Build Patient Flow and LOS dashboard pages,ClinicalPulse\Power BI,ClinicalPulse\Sprint 6 - Power BI Reporting,AP-ClinicalPulse\Power BI,IP-ClinicalPulse\Sprint 6 - Power BI Reporting,Sprint 6,Sprint 6,Direct mapping from original sprint label.
T06.02.02.1,US06.02.02,Task,Draft/build artifact for Build Patient Flow and LOS dashboard pages,ClinicalPulse\Power BI,ClinicalPulse\Sprint 6 - Power BI Reporting,AP-ClinicalPulse\Power BI,IP-ClinicalPulse\Sprint 6 - Power BI Reporting,Sprint 6,Sprint 6,Direct mapping from original sprint label.
T06.02.02.2,US06.02.02,Task,Validate and document Build Patient Flow and LOS dashboard pages,ClinicalPulse\Power BI,ClinicalPulse\Sprint 6 - Power BI Reporting,AP-ClinicalPulse\Power BI,IP-ClinicalPulse\Sprint 6 - Power BI Reporting,Sprint 6,Sprint 6,Direct mapping from original sprint label.
US06.02.03,F06.02,User Story,Build Readmissions dashboard page,ClinicalPulse\Power BI,ClinicalPulse\Sprint 6 - Power BI Reporting,AP-ClinicalPulse\Power BI,IP-ClinicalPulse\Sprint 6 - Power BI Reporting,Sprint 6,Sprint 6,Direct mapping from original sprint label.
T06.02.03.1,US06.02.03,Task,Draft/build artifact for Build Readmissions dashboard page,ClinicalPulse\Power BI,ClinicalPulse\Sprint 6 - Power BI Reporting,AP-ClinicalPulse\Power BI,IP-ClinicalPulse\Sprint 6 - Power BI Reporting,Sprint 6,Sprint 6,Direct mapping from original sprint label.
T06.02.03.2,US06.02.03,Task,Validate and document Build Readmissions dashboard page,ClinicalPulse\Power BI,ClinicalPulse\Sprint 6 - Power BI Reporting,AP-ClinicalPulse\Power BI,IP-ClinicalPulse\Sprint 6 - Power BI Reporting,Sprint 6,Sprint 6,Direct mapping from original sprint label.
US06.02.04,F06.02,User Story,Build Conditions and Procedures dashboard page,ClinicalPulse\Power BI,ClinicalPulse\Sprint 6 - Power BI Reporting,AP-ClinicalPulse\Power BI,IP-ClinicalPulse\Sprint 6 - Power BI Reporting,Sprint 6,Sprint 6,Direct mapping from original sprint label.
T06.02.04.1,US06.02.04,Task,Draft/build artifact for Build Conditions and Procedures dashboard page,ClinicalPulse\Power BI,ClinicalPulse\Sprint 6 - Power BI Reporting,AP-ClinicalPulse\Power BI,IP-ClinicalPulse\Sprint 6 - Power BI Reporting,Sprint 6,Sprint 6,Direct mapping from original sprint label.
T06.02.04.2,US06.02.04,Task,Validate and document Build Conditions and Procedures dashboard page,ClinicalPulse\Power BI,ClinicalPulse\Sprint 6 - Power BI Reporting,AP-ClinicalPulse\Power BI,IP-ClinicalPulse\Sprint 6 - Power BI Reporting,Sprint 6,Sprint 6,Direct mapping from original sprint label.
US06.02.05,F06.02,User Story,Build Lab / Observation Operations dashboard page,ClinicalPulse\Power BI,ClinicalPulse\Sprint 6 - Power BI Reporting,AP-ClinicalPulse\Power BI,IP-ClinicalPulse\Sprint 6 - Power BI Reporting,Sprint 6,Sprint 6,Direct mapping from original sprint label.
T06.02.05.1,US06.02.05,Task,Draft/build artifact for Build Lab / Observation Operations dashboard page,ClinicalPulse\Power BI,ClinicalPulse\Sprint 6 - Power BI Reporting,AP-ClinicalPulse\Power BI,IP-ClinicalPulse\Sprint 6 - Power BI Reporting,Sprint 6,Sprint 6,Direct mapping from original sprint label.
T06.02.05.2,US06.02.05,Task,Validate and document Build Lab / Observation Operations dashboard page,ClinicalPulse\Power BI,ClinicalPulse\Sprint 6 - Power BI Reporting,AP-ClinicalPulse\Power BI,IP-ClinicalPulse\Sprint 6 - Power BI Reporting,Sprint 6,Sprint 6,Direct mapping from original sprint label.
US06.02.06,F06.02,User Story,Build Data Quality and Governance dashboard page,ClinicalPulse\Power BI,ClinicalPulse\Sprint 6 - Power BI Reporting,AP-ClinicalPulse\Power BI,IP-ClinicalPulse\Sprint 6 - Power BI Reporting,Sprint 6,Sprint 6,Direct mapping from original sprint label.
T06.02.06.1,US06.02.06,Task,Draft/build artifact for Build Data Quality and Governance dashboard page,ClinicalPulse\Power BI,ClinicalPulse\Sprint 6 - Power BI Reporting,AP-ClinicalPulse\Power BI,IP-ClinicalPulse\Sprint 6 - Power BI Reporting,Sprint 6,Sprint 6,Direct mapping from original sprint label.
T06.02.06.2,US06.02.06,Task,Validate and document Build Data Quality and Governance dashboard page,ClinicalPulse\Power BI,ClinicalPulse\Sprint 6 - Power BI Reporting,AP-ClinicalPulse\Power BI,IP-ClinicalPulse\Sprint 6 - Power BI Reporting,Sprint 6,Sprint 6,Direct mapping from original sprint label.
T06.02.06.3,US06.02.06,Task,Commit and link implementation evidence for Build Data Quality and Governance dashboard page,ClinicalPulse\Power BI,ClinicalPulse\Sprint 6 - Power BI Reporting,AP-ClinicalPulse\Power BI,IP-ClinicalPulse\Sprint 6 - Power BI Reporting,Sprint 6,Sprint 6,Direct mapping from original sprint label.
US06.02.07,F06.02,User Story,Build FHIR API Demonstration dashboard page,ClinicalPulse\Power BI,ClinicalPulse\Sprint 6 - Power BI Reporting,AP-ClinicalPulse\Power BI,IP-ClinicalPulse\Sprint 6 - Power BI Reporting,Sprint 6,Sprint 6,Direct mapping from original sprint label.
T06.02.07.1,US06.02.07,Task,Draft/build artifact for Build FHIR API Demonstration dashboard page,ClinicalPulse\Power BI,ClinicalPulse\Sprint 6 - Power BI Reporting,AP-ClinicalPulse\Power BI,IP-ClinicalPulse\Sprint 6 - Power BI Reporting,Sprint 6,Sprint 6,Direct mapping from original sprint label.
T06.02.07.2,US06.02.07,Task,Validate and document Build FHIR API Demonstration dashboard page,ClinicalPulse\Power BI,ClinicalPulse\Sprint 6 - Power BI Reporting,AP-ClinicalPulse\Power BI,IP-ClinicalPulse\Sprint 6 - Power BI Reporting,Sprint 6,Sprint 6,Direct mapping from original sprint label.
F06.03,E06,Feature,Report Polish and Evidence,ClinicalPulse\Power BI,ClinicalPulse\Sprint 6 - Power BI Reporting,AP-ClinicalPulse\Power BI,IP-ClinicalPulse\Sprint 6 - Power BI Reporting,Sprint 6,Sprint 6,Direct mapping from original sprint label.
US06.03.01,F06.03,User Story,Create screenshot documentation,ClinicalPulse\Power BI,ClinicalPulse\Sprint 6 - Power BI Reporting,AP-ClinicalPulse\Power BI,IP-ClinicalPulse\Sprint 6 - Power BI Reporting,Sprint 6,Sprint 6,Direct mapping from original sprint label.
T06.03.01.1,US06.03.01,Task,Draft/build artifact for Create screenshot documentation,ClinicalPulse\Power BI,ClinicalPulse\Sprint 6 - Power BI Reporting,AP-ClinicalPulse\Power BI,IP-ClinicalPulse\Sprint 6 - Power BI Reporting,Sprint 6,Sprint 6,Direct mapping from original sprint label.
T06.03.01.2,US06.03.01,Task,Validate and document Create screenshot documentation,ClinicalPulse\Power BI,ClinicalPulse\Sprint 6 - Power BI Reporting,AP-ClinicalPulse\Power BI,IP-ClinicalPulse\Sprint 6 - Power BI Reporting,Sprint 6,Sprint 6,Direct mapping from original sprint label.
US06.03.02,F06.03,User Story,Write dashboard interpretation notes,ClinicalPulse\Power BI,ClinicalPulse\Sprint 6 - Power BI Reporting,AP-ClinicalPulse\Power BI,IP-ClinicalPulse\Sprint 6 - Power BI Reporting,Sprint 6,Sprint 6,Direct mapping from original sprint label.
T06.03.02.1,US06.03.02,Task,Draft/build artifact for Write dashboard interpretation notes,ClinicalPulse\Power BI,ClinicalPulse\Sprint 6 - Power BI Reporting,AP-ClinicalPulse\Power BI,IP-ClinicalPulse\Sprint 6 - Power BI Reporting,Sprint 6,Sprint 6,Direct mapping from original sprint label.
T06.03.02.2,US06.03.02,Task,Validate and document Write dashboard interpretation notes,ClinicalPulse\Power BI,ClinicalPulse\Sprint 6 - Power BI Reporting,AP-ClinicalPulse\Power BI,IP-ClinicalPulse\Sprint 6 - Power BI Reporting,Sprint 6,Sprint 6,Direct mapping from original sprint label.
US06.03.03,F06.03,User Story,Finalize report UX and accessibility checks,ClinicalPulse\Power BI,ClinicalPulse\Sprint 6 - Power BI Reporting,AP-ClinicalPulse\Power BI,IP-ClinicalPulse\Sprint 6 - Power BI Reporting,Sprint 6,Sprint 6,Direct mapping from original sprint label.
T06.03.03.1,US06.03.03,Task,Draft/build artifact for Finalize report UX and accessibility checks,ClinicalPulse\Power BI,ClinicalPulse\Sprint 6 - Power BI Reporting,AP-ClinicalPulse\Power BI,IP-ClinicalPulse\Sprint 6 - Power BI Reporting,Sprint 6,Sprint 6,Direct mapping from original sprint label.
T06.03.03.2,US06.03.03,Task,Validate and document Finalize report UX and accessibility checks,ClinicalPulse\Power BI,ClinicalPulse\Sprint 6 - Power BI Reporting,AP-ClinicalPulse\Power BI,IP-ClinicalPulse\Sprint 6 - Power BI Reporting,Sprint 6,Sprint 6,Direct mapping from original sprint label.
F07.01,E07,Feature,FHIR Mapping and API SQL Views,ClinicalPulse\FHIR API,ClinicalPulse\Sprint 7 - FHIR API Component,AP-ClinicalPulse\FHIR API,IP-ClinicalPulse\Sprint 7 - FHIR API Component,Sprint 7,Sprint 7,Direct mapping from original sprint label.
US07.01.01,F07.01,User Story,Create FHIR mapping document,ClinicalPulse\FHIR API,ClinicalPulse\Sprint 7 - FHIR API Component,AP-ClinicalPulse\FHIR API,IP-ClinicalPulse\Sprint 7 - FHIR API Component,Sprint 7,Sprint 7,Direct mapping from original sprint label.
T07.01.01.1,US07.01.01,Task,Draft/build artifact for Create FHIR mapping document,ClinicalPulse\FHIR API,ClinicalPulse\Sprint 7 - FHIR API Component,AP-ClinicalPulse\FHIR API,IP-ClinicalPulse\Sprint 7 - FHIR API Component,Sprint 7,Sprint 7,Direct mapping from original sprint label.
T07.01.01.2,US07.01.01,Task,Validate and document Create FHIR mapping document,ClinicalPulse\FHIR API,ClinicalPulse\Sprint 7 - FHIR API Component,AP-ClinicalPulse\FHIR API,IP-ClinicalPulse\Sprint 7 - FHIR API Component,Sprint 7,Sprint 7,Direct mapping from original sprint label.
US07.01.02,F07.01,User Story,Create API views for Patient and Encounter,ClinicalPulse\FHIR API,ClinicalPulse\Sprint 7 - FHIR API Component,AP-ClinicalPulse\FHIR API,IP-ClinicalPulse\Sprint 7 - FHIR API Component,Sprint 7,Sprint 7,Direct mapping from original sprint label.
T07.01.02.1,US07.01.02,Task,Draft/build artifact for Create API views for Patient and Encounter,ClinicalPulse\FHIR API,ClinicalPulse\Sprint 7 - FHIR API Component,AP-ClinicalPulse\FHIR API,IP-ClinicalPulse\Sprint 7 - FHIR API Component,Sprint 7,Sprint 7,Direct mapping from original sprint label.
T07.01.02.2,US07.01.02,Task,Validate and document Create API views for Patient and Encounter,ClinicalPulse\FHIR API,ClinicalPulse\Sprint 7 - FHIR API Component,AP-ClinicalPulse\FHIR API,IP-ClinicalPulse\Sprint 7 - FHIR API Component,Sprint 7,Sprint 7,Direct mapping from original sprint label.
T07.01.02.3,US07.01.02,Task,Commit and link implementation evidence for Create API views for Patient and Encounter,ClinicalPulse\FHIR API,ClinicalPulse\Sprint 7 - FHIR API Component,AP-ClinicalPulse\FHIR API,IP-ClinicalPulse\Sprint 7 - FHIR API Component,Sprint 7,Sprint 7,Direct mapping from original sprint label.
US07.01.03,F07.01,User Story,"Create API views for Observation, Condition, and Procedure",ClinicalPulse\FHIR API,ClinicalPulse\Sprint 7 - FHIR API Component,AP-ClinicalPulse\FHIR API,IP-ClinicalPulse\Sprint 7 - FHIR API Component,Sprint 7,Sprint 7,Direct mapping from original sprint label.
T07.01.03.1,US07.01.03,Task,"Draft/build artifact for Create API views for Observation, Condition, and Procedure",ClinicalPulse\FHIR API,ClinicalPulse\Sprint 7 - FHIR API Component,AP-ClinicalPulse\FHIR API,IP-ClinicalPulse\Sprint 7 - FHIR API Component,Sprint 7,Sprint 7,Direct mapping from original sprint label.
T07.01.03.2,US07.01.03,Task,"Validate and document Create API views for Observation, Condition, and Procedure",ClinicalPulse\FHIR API,ClinicalPulse\Sprint 7 - FHIR API Component,AP-ClinicalPulse\FHIR API,IP-ClinicalPulse\Sprint 7 - FHIR API Component,Sprint 7,Sprint 7,Direct mapping from original sprint label.
T07.01.03.3,US07.01.03,Task,"Commit and link implementation evidence for Create API views for Observation, Condition, and Procedure",ClinicalPulse\FHIR API,ClinicalPulse\Sprint 7 - FHIR API Component,AP-ClinicalPulse\FHIR API,IP-ClinicalPulse\Sprint 7 - FHIR API Component,Sprint 7,Sprint 7,Direct mapping from original sprint label.
F07.02,E07,Feature,FastAPI Service,ClinicalPulse\FHIR API,ClinicalPulse\Sprint 7 - FHIR API Component,AP-ClinicalPulse\FHIR API,IP-ClinicalPulse\Sprint 7 - FHIR API Component,Sprint 7,Sprint 7,Direct mapping from original sprint label.
US07.02.01,F07.02,User Story,Set up FastAPI app structure,ClinicalPulse\FHIR API,ClinicalPulse\Sprint 7 - FHIR API Component,AP-ClinicalPulse\FHIR API,IP-ClinicalPulse\Sprint 7 - FHIR API Component,Sprint 7,Sprint 7,Direct mapping from original sprint label.
T07.02.01.1,US07.02.01,Task,Draft/build artifact for Set up FastAPI app structure,ClinicalPulse\FHIR API,ClinicalPulse\Sprint 7 - FHIR API Component,AP-ClinicalPulse\FHIR API,IP-ClinicalPulse\Sprint 7 - FHIR API Component,Sprint 7,Sprint 7,Direct mapping from original sprint label.
T07.02.01.2,US07.02.01,Task,Validate and document Set up FastAPI app structure,ClinicalPulse\FHIR API,ClinicalPulse\Sprint 7 - FHIR API Component,AP-ClinicalPulse\FHIR API,IP-ClinicalPulse\Sprint 7 - FHIR API Component,Sprint 7,Sprint 7,Direct mapping from original sprint label.
T07.02.01.3,US07.02.01,Task,Commit and link implementation evidence for Set up FastAPI app structure,ClinicalPulse\FHIR API,ClinicalPulse\Sprint 7 - FHIR API Component,AP-ClinicalPulse\FHIR API,IP-ClinicalPulse\Sprint 7 - FHIR API Component,Sprint 7,Sprint 7,Direct mapping from original sprint label.
US07.02.02,F07.02,User Story,Implement health and metadata endpoints,ClinicalPulse\FHIR API,ClinicalPulse\Sprint 7 - FHIR API Component,AP-ClinicalPulse\FHIR API,IP-ClinicalPulse\Sprint 7 - FHIR API Component,Sprint 7,Sprint 7,Direct mapping from original sprint label.
T07.02.02.1,US07.02.02,Task,Draft/build artifact for Implement health and metadata endpoints,ClinicalPulse\FHIR API,ClinicalPulse\Sprint 7 - FHIR API Component,AP-ClinicalPulse\FHIR API,IP-ClinicalPulse\Sprint 7 - FHIR API Component,Sprint 7,Sprint 7,Direct mapping from original sprint label.
T07.02.02.2,US07.02.02,Task,Validate and document Implement health and metadata endpoints,ClinicalPulse\FHIR API,ClinicalPulse\Sprint 7 - FHIR API Component,AP-ClinicalPulse\FHIR API,IP-ClinicalPulse\Sprint 7 - FHIR API Component,Sprint 7,Sprint 7,Direct mapping from original sprint label.
T07.02.02.3,US07.02.02,Task,Commit and link implementation evidence for Implement health and metadata endpoints,ClinicalPulse\FHIR API,ClinicalPulse\Sprint 7 - FHIR API Component,AP-ClinicalPulse\FHIR API,IP-ClinicalPulse\Sprint 7 - FHIR API Component,Sprint 7,Sprint 7,Direct mapping from original sprint label.
US07.02.03,F07.02,User Story,Implement Patient and Encounter endpoints,ClinicalPulse\FHIR API,ClinicalPulse\Sprint 7 - FHIR API Component,AP-ClinicalPulse\FHIR API,IP-ClinicalPulse\Sprint 7 - FHIR API Component,Sprint 7,Sprint 7,Direct mapping from original sprint label.
T07.02.03.1,US07.02.03,Task,Draft/build artifact for Implement Patient and Encounter endpoints,ClinicalPulse\FHIR API,ClinicalPulse\Sprint 7 - FHIR API Component,AP-ClinicalPulse\FHIR API,IP-ClinicalPulse\Sprint 7 - FHIR API Component,Sprint 7,Sprint 7,Direct mapping from original sprint label.
T07.02.03.2,US07.02.03,Task,Validate and document Implement Patient and Encounter endpoints,ClinicalPulse\FHIR API,ClinicalPulse\Sprint 7 - FHIR API Component,AP-ClinicalPulse\FHIR API,IP-ClinicalPulse\Sprint 7 - FHIR API Component,Sprint 7,Sprint 7,Direct mapping from original sprint label.
T07.02.03.3,US07.02.03,Task,Commit and link implementation evidence for Implement Patient and Encounter endpoints,ClinicalPulse\FHIR API,ClinicalPulse\Sprint 7 - FHIR API Component,AP-ClinicalPulse\FHIR API,IP-ClinicalPulse\Sprint 7 - FHIR API Component,Sprint 7,Sprint 7,Direct mapping from original sprint label.
US07.02.04,F07.02,User Story,Implement Observation and Condition endpoints,ClinicalPulse\FHIR API,ClinicalPulse\Sprint 7 - FHIR API Component,AP-ClinicalPulse\FHIR API,IP-ClinicalPulse\Sprint 7 - FHIR API Component,Sprint 7,Sprint 7,Direct mapping from original sprint label.
T07.02.04.1,US07.02.04,Task,Draft/build artifact for Implement Observation and Condition endpoints,ClinicalPulse\FHIR API,ClinicalPulse\Sprint 7 - FHIR API Component,AP-ClinicalPulse\FHIR API,IP-ClinicalPulse\Sprint 7 - FHIR API Component,Sprint 7,Sprint 7,Direct mapping from original sprint label.
T07.02.04.2,US07.02.04,Task,Validate and document Implement Observation and Condition endpoints,ClinicalPulse\FHIR API,ClinicalPulse\Sprint 7 - FHIR API Component,AP-ClinicalPulse\FHIR API,IP-ClinicalPulse\Sprint 7 - FHIR API Component,Sprint 7,Sprint 7,Direct mapping from original sprint label.
T07.02.04.3,US07.02.04,Task,Commit and link implementation evidence for Implement Observation and Condition endpoints,ClinicalPulse\FHIR API,ClinicalPulse\Sprint 7 - FHIR API Component,AP-ClinicalPulse\FHIR API,IP-ClinicalPulse\Sprint 7 - FHIR API Component,Sprint 7,Sprint 7,Direct mapping from original sprint label.
US07.02.05,F07.02,User Story,Implement aggregate metrics summary endpoint,ClinicalPulse\FHIR API,ClinicalPulse\Sprint 7 - FHIR API Component,AP-ClinicalPulse\FHIR API,IP-ClinicalPulse\Sprint 7 - FHIR API Component,Sprint 7,Sprint 7,Direct mapping from original sprint label.
T07.02.05.1,US07.02.05,Task,Draft/build artifact for Implement aggregate metrics summary endpoint,ClinicalPulse\FHIR API,ClinicalPulse\Sprint 7 - FHIR API Component,AP-ClinicalPulse\FHIR API,IP-ClinicalPulse\Sprint 7 - FHIR API Component,Sprint 7,Sprint 7,Direct mapping from original sprint label.
T07.02.05.2,US07.02.05,Task,Validate and document Implement aggregate metrics summary endpoint,ClinicalPulse\FHIR API,ClinicalPulse\Sprint 7 - FHIR API Component,AP-ClinicalPulse\FHIR API,IP-ClinicalPulse\Sprint 7 - FHIR API Component,Sprint 7,Sprint 7,Direct mapping from original sprint label.
T07.02.05.3,US07.02.05,Task,Commit and link implementation evidence for Implement aggregate metrics summary endpoint,ClinicalPulse\FHIR API,ClinicalPulse\Sprint 7 - FHIR API Component,AP-ClinicalPulse\FHIR API,IP-ClinicalPulse\Sprint 7 - FHIR API Component,Sprint 7,Sprint 7,Direct mapping from original sprint label.
F07.03,E07,Feature,Testing and API Documentation,ClinicalPulse\FHIR API,ClinicalPulse\Sprint 7 - FHIR API Component,AP-ClinicalPulse\FHIR API,IP-ClinicalPulse\Sprint 7 - FHIR API Component,Sprint 7,Sprint 7,Direct mapping from original sprint label.
US07.03.01,F07.03,User Story,Add endpoint tests,ClinicalPulse\FHIR API,ClinicalPulse\Sprint 7 - FHIR API Component,AP-ClinicalPulse\FHIR API,IP-ClinicalPulse\Sprint 7 - FHIR API Component,Sprint 7,Sprint 7,Direct mapping from original sprint label.
T07.03.01.1,US07.03.01,Task,Draft/build artifact for Add endpoint tests,ClinicalPulse\FHIR API,ClinicalPulse\Sprint 7 - FHIR API Component,AP-ClinicalPulse\FHIR API,IP-ClinicalPulse\Sprint 7 - FHIR API Component,Sprint 7,Sprint 7,Direct mapping from original sprint label.
T07.03.01.2,US07.03.01,Task,Validate and document Add endpoint tests,ClinicalPulse\FHIR API,ClinicalPulse\Sprint 7 - FHIR API Component,AP-ClinicalPulse\FHIR API,IP-ClinicalPulse\Sprint 7 - FHIR API Component,Sprint 7,Sprint 7,Direct mapping from original sprint label.
T07.03.01.3,US07.03.01,Task,Commit and link implementation evidence for Add endpoint tests,ClinicalPulse\FHIR API,ClinicalPulse\Sprint 7 - FHIR API Component,AP-ClinicalPulse\FHIR API,IP-ClinicalPulse\Sprint 7 - FHIR API Component,Sprint 7,Sprint 7,Direct mapping from original sprint label.
US07.03.02,F07.03,User Story,Export sample FHIR-style JSON responses,ClinicalPulse\FHIR API,ClinicalPulse\Sprint 7 - FHIR API Component,AP-ClinicalPulse\FHIR API,IP-ClinicalPulse\Sprint 7 - FHIR API Component,Sprint 7,Sprint 7,Direct mapping from original sprint label.
T07.03.02.1,US07.03.02,Task,Draft/build artifact for Export sample FHIR-style JSON responses,ClinicalPulse\FHIR API,ClinicalPulse\Sprint 7 - FHIR API Component,AP-ClinicalPulse\FHIR API,IP-ClinicalPulse\Sprint 7 - FHIR API Component,Sprint 7,Sprint 7,Direct mapping from original sprint label.
T07.03.02.2,US07.03.02,Task,Validate and document Export sample FHIR-style JSON responses,ClinicalPulse\FHIR API,ClinicalPulse\Sprint 7 - FHIR API Component,AP-ClinicalPulse\FHIR API,IP-ClinicalPulse\Sprint 7 - FHIR API Component,Sprint 7,Sprint 7,Direct mapping from original sprint label.
US07.03.03,F07.03,User Story,Create API reference documentation,ClinicalPulse\FHIR API,ClinicalPulse\Sprint 7 - FHIR API Component,AP-ClinicalPulse\FHIR API,IP-ClinicalPulse\Sprint 7 - FHIR API Component,Sprint 7,Sprint 7,Direct mapping from original sprint label.
T07.03.03.1,US07.03.03,Task,Draft/build artifact for Create API reference documentation,ClinicalPulse\FHIR API,ClinicalPulse\Sprint 7 - FHIR API Component,AP-ClinicalPulse\FHIR API,IP-ClinicalPulse\Sprint 7 - FHIR API Component,Sprint 7,Sprint 7,Direct mapping from original sprint label.
T07.03.03.2,US07.03.03,Task,Validate and document Create API reference documentation,ClinicalPulse\FHIR API,ClinicalPulse\Sprint 7 - FHIR API Component,AP-ClinicalPulse\FHIR API,IP-ClinicalPulse\Sprint 7 - FHIR API Component,Sprint 7,Sprint 7,Direct mapping from original sprint label.
F08.01,E08,Feature,README and Architecture Story,ClinicalPulse\Documentation & Portfolio,ClinicalPulse\Sprint 8 - Governance and Portfolio Delivery,AP-ClinicalPulse\Documentation & Portfolio,IP-ClinicalPulse\Sprint 8 - Governance and Portfolio Delivery,Sprint 8,Sprint 8,Direct mapping from original sprint label.
US08.01.01,F08.01,User Story,Write README project narrative,ClinicalPulse\Documentation & Portfolio,ClinicalPulse\Sprint 8 - Governance and Portfolio Delivery,AP-ClinicalPulse\Documentation & Portfolio,IP-ClinicalPulse\Sprint 8 - Governance and Portfolio Delivery,Sprint 8,Sprint 8,Direct mapping from original sprint label.
T08.01.01.1,US08.01.01,Task,Draft/build artifact for Write README project narrative,ClinicalPulse\Documentation & Portfolio,ClinicalPulse\Sprint 8 - Governance and Portfolio Delivery,AP-ClinicalPulse\Documentation & Portfolio,IP-ClinicalPulse\Sprint 8 - Governance and Portfolio Delivery,Sprint 8,Sprint 8,Direct mapping from original sprint label.
T08.01.01.2,US08.01.01,Task,Validate and document Write README project narrative,ClinicalPulse\Documentation & Portfolio,ClinicalPulse\Sprint 8 - Governance and Portfolio Delivery,AP-ClinicalPulse\Documentation & Portfolio,IP-ClinicalPulse\Sprint 8 - Governance and Portfolio Delivery,Sprint 8,Sprint 8,Direct mapping from original sprint label.
